id_paciente,cns,nome,data_nascimento,sexo,idade,id_bairro,dum
2565,768142949873300,Olivia Mendonça,1968-07-19,F,55,5,
2566,775534106300210,Alice da Mata,1982-08-22,F,41,8,
2567,769543430589233,Lorena Sousa,2018-03-25,F,5,3,
2568,775850208076284,Bento Almeida,2002-05-11,M,21,6,
2569,731387880823508,Nina Correia,1943-08-11,F,80,5,
2570,739555326705099,Alana Pereira,2025-11-01,F,-2,6,
2571,721608073954064,Aurora Vargas,1960-12-11,F,63,8,
2572,714550345997369,Renan Melo,1999-04-18,M,24,6,
2573,769440835861274,Eloah Campos,1990-09-28,F,33,7,
2574,771789511269320,Brenda Melo,1993-11-05,F,30,3,
2575,786414086626875,Srta. Maysa Rodrigues,1996-06-17,F,27,6,
2576,781136087012193,Josué Moura,1981-01-29,M,42,6,
2577,728146029210873,Esther Freitas,1968-01-31,F,55,7,
2578,765008747703073,Heloisa Monteiro,2020-04-13,F,3,3,
2579,750892419067245,Nicole Costela,1999-01-14,F,24,5,
2580,774889030654487,Raquel Jesus,1992-03-12,F,31,2,
2581,735957674807615,Elisa Moreira,2010-12-24,F,13,8,
2582,727944938229190,Ana Carolina da Luz,2000-02-11,F,23,7,
2583,779468374214616,Liam Correia,1941-07-07,M,82,10,
2584,712809477874979,Ravi da Rocha,1983-11-04,M,40,10,
2585,717568662863902,Enzo Gabriel Sampaio,2021-05-01,M,2,5,
2586,776111796637716,Heloísa Rezende,1972-06-03,F,51,8,
2587,740895267872961,Ester Camargo,1999-03-04,F,24,10,2023-02-11
2588,798717017725505,Dr. Otto Dias,1995-06-27,M,28,5,
2589,769048824630640,Gael Cunha,1946-11-05,M,77,9,
2590,759773829476366,Melissa Peixoto,2003-11-20,F,20,10,
2591,713533251823660,Luísa Rios,2006-07-19,F,17,9,2022-12-14
2592,788091281147130,Bryan Duarte,1984-11-13,M,39,8,
2593,768540891266146,Luísa Santos,2015-12-16,F,8,6,
2594,756351370542223,Sabrina Carvalho,2025-11-20,F,-2,8,
2595,795688426972732,Matheus Machado,2019-08-19,M,4,4,
2596,728815922583705,Luiz Henrique Dias,1966-06-16,M,57,9,
2597,791702449029650,Dra. Luara da Costa,1960-06-01,F,63,10,
2598,768606991950794,Manuela Farias,2002-08-29,F,21,10,
2599,762691154463100,Isabel Ramos,2008-06-23,F,15,1,2022-12-26
2600,795974200205330,Joana da Cruz,2003-04-24,F,20,7,
2601,753648283403704,Esther Camargo,1976-11-18,F,47,7,
2602,771765444577541,Elisa Fonseca,1968-06-28,F,55,7,
2603,769138465119245,Thiago Azevedo,1945-08-29,M,78,9,
2604,747100841058620,Henrique Aragão,1956-08-03,M,67,6,
2605,746540195559048,Mariane Duarte,1960-09-25,F,63,6,
2606,745238895016807,Clara Nascimento,1968-01-22,F,55,6,
2607,798143724710509,Gustavo Henrique Vieira,1963-04-23,M,60,3,
2608,713169674885198,Cecília Andrade,1958-03-16,F,65,8,
2609,777263764426655,Srta. Ana Julia Fonseca,2023-02-01,F,0,2,
2610,759965001512437,Brenda Cassiano,2000-08-18,F,23,4,2022-10-29
2611,770628307518631,Sra. Ana Carolina Correia,2001-02-15,F,22,4,2022-12-21
2612,746468718059077,Nicole Ribeiro,1981-09-21,F,42,5,
2613,749389321548502,Heloisa Cirino,1943-11-06,F,80,3,
2614,756173663624786,Isabel Caldeira,1982-09-30,F,41,1,2022-09-25
2615,713026985351100,Hellena da Cunha,1984-02-25,F,39,5,
2616,745079391063570,Emilly Siqueira,1989-09-24,F,34,3,2022-09-24
2617,798277227769454,Antônio Pereira,1992-04-11,M,31,4,
2618,770920444568086,Carlos Eduardo Cavalcanti,1964-10-09,M,59,3,
2619,741304176134961,Melissa Rezende,1982-06-13,F,41,8,
2620,714602616297102,Thomas Sales,1952-01-21,M,71,8,
2621,727929584023842,Eloah Guerra,1988-12-14,F,35,8,
2622,742697774923729,Ana Liz Viana,1992-01-25,F,31,7,
2623,724992432725118,Vitória Campos,1996-06-10,F,27,10,2023-03-08
2624,732924240664652,Dra. Mariane Rezende,2018-12-30,F,5,6,
2625,749027157283429,Sr. Arthur Gabriel Aragão,2010-01-03,M,13,10,
2626,779951928221154,Raul Albuquerque,1996-10-15,M,27,2,
2627,735042408234053,Beatriz Sampaio,1970-03-03,F,53,4,
2628,794002810726983,Camila Pastor,1941-06-13,F,82,2,
2629,750523257409647,Isis Castro,1958-01-19,F,65,4,
2630,739536995721918,Catarina Mendonça,1977-05-25,F,46,9,
2631,762407708105650,Catarina Sales,1943-03-06,F,80,2,
2632,749041549998591,Anna Liz Moraes,1971-01-10,F,52,7,
2633,743576965491605,João Lucas Pires,1958-12-29,M,65,2,
2634,785185775122365,Maria Flor Almeida,1969-07-09,F,54,3,
2635,721592497972917,Alana Costa,1954-02-28,F,69,8,
2636,736829171010871,Gabrielly Borges,1993-08-07,F,30,7,
2637,732084186410611,Bento Borges,1957-08-09,M,66,5,
2638,789418766096405,Paulo Martins,1950-11-30,M,73,2,
2639,753418234627191,Lara Camargo,1971-05-09,F,52,4,
2640,795310766950764,Emanuel Nunes,2024-03-25,M,-1,8,
2641,751115553695690,Lunna Casa Grande,1970-04-24,F,53,9,
2642,736132401794156,Sara Brito,1957-02-05,F,66,5,
2643,714362221167981,Laís Dias,1973-12-12,F,50,3,
2644,765557554944808,Maria Alice Aragão,1994-01-14,F,29,5,
2645,748889894657676,Alícia Silva,2010-06-03,F,13,9,
2646,753569467245737,Stella Cavalcanti,1988-01-13,F,35,10,2022-11-14
2647,734879993455980,Thiago Novais,1994-02-21,M,29,1,
2648,747697766640678,Manuella Araújo,1976-09-13,F,47,8,
2649,731260461122176,Srta. Ana Julia Montenegro,1962-05-16,F,61,10,
2650,732283110028481,Bento Farias,1983-10-26,M,40,5,
2651,769019792659725,Maria Flor Sales,2023-10-23,F,0,1,
2652,790130991855725,Sra. Pietra Novaes,1958-05-10,F,65,1,
2653,799499121072361,Heloisa Nunes,2011-01-05,F,12,8,
2654,781500090563403,Thomas Barbosa,1971-08-08,M,52,10,
2655,771286919476604,Gustavo Guerra,1967-08-18,M,56,2,
2656,775000970305353,Luiz Henrique Castro,1986-06-04,M,37,8,
2657,739911044600539,Ravi Pimenta,1998-01-21,M,25,7,
2658,769623037650885,Levi Farias,2020-05-26,M,3,10,
2659,787659319908395,Camila Garcia,1975-09-01,F,48,10,
2660,737100492579124,Sra. Heloisa Vasconcelos,1962-02-24,F,61,4,
2661,724592886692034,Luiza Barbosa,1986-05-13,F,37,6,2023-01-27
2662,779398181607669,Ana Clara Sampaio,1943-05-18,F,80,3,
2663,728245576224020,Bárbara Pires,2024-08-24,F,-1,7,
2664,787357701864233,Ana Cecília Araújo,1994-03-10,F,29,5,
2665,730622200427110,Natália Ferreira,2022-09-24,F,1,7,
2666,755566043578350,Luana da Rocha,2005-01-04,F,18,1,
2667,761395422525865,Vinicius Vargas,1970-09-19,M,53,4,
2668,769478323919328,Sra. Manuela Andrade,1957-04-11,F,66,8,
2669,758544807460031,Bernardo Pastor,1959-05-29,M,64,3,
2670,772426637054385,Dra. Isis Garcia,2015-01-19,F,8,5,
2671,723979599147397,Maria Clara Aragão,1963-09-03,F,60,9,
2672,757537363850069,Dr. Bernardo da Rocha,1979-02-25,M,44,1,
2673,770519917670597,Bianca Teixeira,2002-10-03,F,21,3,
2674,759339214681452,Igor Garcia,2009-07-07,M,14,5,
2675,715909831902773,Ana Julia Fernandes,1948-12-19,F,75,1,
2676,798781532759397,Camila Cavalcante,2018-09-25,F,5,6,
2677,761976827396533,Agatha Mendonça,1971-02-01,F,52,3,
2678,713538016705585,Stella Cassiano,1956-02-27,F,67,7,
2679,789793691821437,Evelyn Ferreira,2017-12-22,F,6,5,
2680,772825957504065,Elisa Sampaio,1973-10-31,F,50,3,
2681,730949631168335,Evelyn Sampaio,1943-01-10,F,80,2,
2682,766906256921660,Felipe Porto,1951-08-29,M,72,4,
2683,732534555921433,Sr. Leandro da Rosa,2018-09-03,M,5,1,
2684,775542876290693,Enrico Nascimento,1986-02-27,M,37,5,
2685,746083972568685,Raul Sales,2024-12-04,M,-1,7,
2686,727212471487189,Aurora da Luz,2002-10-13,F,21,6,2023-01-10
2687,713132799555034,Asafe Camargo,1969-03-03,M,54,3,
2688,718482034464246,Manuela Barros,1982-02-15,F,41,7,
2689,748471341166185,Enzo Gabriel Freitas,1953-07-04,M,70,5,
2690,797843635090965,João Lucas Ramos,1941-05-30,M,82,3,
2691,773693673790718,Clara Campos,1952-05-25,F,71,7,
2692,712143918561975,Cecília Almeida,2003-04-18,F,20,8,
2693,775589866633180,João Gabriel Novais,2010-04-04,M,13,9,
2694,774435346145799,Gael Oliveira,2018-01-09,M,5,1,
2695,722041084854353,Dra. Kamilly Rios,2024-05-27,F,-1,7,
2696,777244730370798,Ana Liz Souza,2018-08-20,F,5,8,
2697,745315247972984,Luiza Leão,1945-09-26,F,78,3,
2698,738793590074225,Felipe da Costa,1947-01-18,M,76,6,
2699,716169216262960,Gustavo Henrique Marques,2020-04-20,M,3,1,
2700,799491063506511,Diego da Costa,2010-10-28,M,13,10,
2701,798137416853365,José Pedro Siqueira,1959-05-06,M,64,5,
2702,719286471422567,Sra. Luara Abreu,1998-02-27,F,25,1,
2703,763401076815608,Pietra Oliveira,1962-06-01,F,61,5,
2704,758652997160325,Sra. Ana Beatriz Cavalcanti,2002-02-03,F,21,5,2023-01-27
2705,724426267591528,João Lucas Montenegro,2003-01-14,M,20,8,
2706,737289781284709,Lorena Campos,1941-11-26,F,82,9,
2707,792744195111621,Carlos Eduardo da Conceição,1958-02-19,M,65,6,
2708,758600834385073,Dra. Brenda Teixeira,2024-06-24,F,-1,1,
2709,737599207724742,Srta. Ágatha Pereira,1965-01-27,F,58,2,
2710,716903486061795,Thomas Silva,1966-04-11,M,57,10,
2711,746707053808756,Isaque Fernandes,1978-04-14,M,45,8,
2712,757243561655643,Sr. Vitor Moreira,1982-08-14,M,41,3,
2713,734778937162124,Sra. Maria Sophia Rocha,2002-06-19,F,21,3,2022-11-19
2714,769743098610184,Gustavo Henrique Siqueira,1950-03-15,M,73,1,
2715,716187664847750,Hadassa Santos,1941-10-06,F,82,10,
2716,753210865420021,Paulo Araújo,1979-04-05,M,44,7,
2717,718347089783138,Marina Aparecida,1996-10-23,F,27,6,2023-01-01
2718,723697494418734,Stephany Camargo,1960-02-03,F,63,3,
2719,753242676673304,Ana Júlia Aragão,1958-07-02,F,65,10,
2720,710390421211527,Srta. Beatriz Novaes,2006-05-12,F,17,6,
2721,774526358509397,Alícia Farias,1955-12-28,F,68,2,
2722,790077922040288,Rebeca Lima,1985-02-01,F,38,8,2022-10-18
2723,729427559915170,Srta. Beatriz Pastor,1963-07-26,F,60,9,
2724,771756692517403,Srta. Maria Fernanda da Cunha,1983-08-02,F,40,5,
2725,752959002191166,Sr. João Guilherme Araújo,1984-04-09,M,39,3,
2726,733442543947255,Antonella Sampaio,1996-08-04,F,27,7,
2727,717862934082987,Kevin Barros,2023-09-06,M,0,1,
2728,791031620664788,Pietra Martins,1987-04-25,F,36,6,
2729,751521325798183,Agatha Cardoso,1968-08-29,F,55,10,
2730,731505194611498,Yan Lopes,1991-11-30,M,32,5,
2731,714910246012586,Isadora da Rocha,2003-09-05,F,20,2,2022-11-23
2732,758845650561953,Gabrielly Barros,1982-03-07,F,41,8,
2733,796180036818747,Sra. Gabriela da Luz,1959-08-08,F,64,7,
2734,765812003225810,Srta. Joana Cunha,1975-11-27,F,48,7,
2735,798921791523992,Sarah Lopes,1981-11-22,F,42,5,
2736,792669349657148,Amanda Costela,1977-03-24,F,46,9,
2737,794142817109843,Olívia Jesus,1977-11-02,F,46,2,
2738,718569623494290,Olívia Ramos,1946-05-22,F,77,6,
2739,784126070377005,Kamilly Carvalho,1954-12-07,F,69,3,
2740,761697033798690,Isabel Vargas,2004-11-24,F,19,9,
2741,721236861887398,Gustavo Almeida,1945-02-12,M,78,6,
2742,779544043394375,Luiza Oliveira,1944-03-22,F,79,8,
2743,737054046545599,Sara Silva,1977-08-09,F,46,8,
2744,786883239773229,Erick Farias,2020-06-04,M,3,2,
2745,783918179412122,Maria Alice Pimenta,1996-12-30,F,27,5,
2746,785925283325922,Joana Ramos,1967-03-16,F,56,5,
2747,732238542946690,Esther Jesus,2018-09-15,F,5,1,
2748,764149240561662,Milena Fernandes,2022-06-23,F,1,1,
2749,732803840930247,Srta. Luiza Cirino,2001-04-14,F,22,7,
2750,769304707371171,Sr. Enrico Camargo,1972-11-10,M,51,8,
2751,736662522612743,Vitória Martins,2021-12-15,F,2,7,
2752,782732502874902,Maysa da Rocha,1962-08-03,F,61,6,
2753,718030736897200,Théo Martins,1950-06-28,M,73,7,
2754,715991086357463,Sarah Pinto,1967-01-14,F,56,5,
2755,740666516020912,Srta. Alana Pacheco,1949-09-16,F,74,8,
2756,771315807578225,Evelyn Caldeira,1999-02-21,F,24,3,
2757,749558799677051,Caleb Peixoto,1947-06-12,M,76,5,
2758,768507194066652,Davi Miguel Cassiano,1978-01-17,M,45,9,
2759,750607475443831,Sara Pimenta,1956-05-03,F,67,3,
2760,792119772272838,Ayla Mendes,2001-06-11,F,22,6,
2761,733712269718397,Henry Martins,1954-09-29,M,69,10,
2762,792431223597702,Sr. Raul Pires,2014-07-23,M,9,10,
2763,758187211012707,Dom Siqueira,2006-09-15,M,17,1,
2764,722330449454840,Pietra da Paz,1960-08-04,F,63,6,
2765,713756595705076,Felipe Nogueira,1951-11-21,M,72,7,
2766,711721760614034,José Miguel Fonseca,2021-11-29,M,2,10,
2767,786642911680343,Jade Novais,1958-01-04,F,65,2,
2768,747115761267132,Alana Brito,1949-09-09,F,74,3,
2769,764101345111815,Ana Laura Martins,1948-06-09,F,75,2,
2770,728252885368313,Lorena Santos,1993-01-22,F,30,3,
2771,732017017372484,Srta. Maria Liz Brito,1978-04-12,F,45,9,
2772,745610020986005,Kaique Silva,1944-01-13,M,79,5,
2773,792126560610396,Maria Helena Sampaio,1968-10-05,F,55,8,
2774,741336958376793,Larissa Mendonça,1942-10-21,F,81,1,
2775,713154728244072,Stephany Sampaio,2005-01-02,F,18,1,2023-01-24
2776,779789348062021,Brenda Andrade,1973-12-11,F,50,8,
2777,721117596395922,Melissa Barbosa,2016-01-17,F,7,8,
2778,785296456669855,Ana Cecília Moreira,2003-01-19,F,20,8,
2779,743484365008729,Pedro Miguel Vieira,1993-04-27,M,30,9,
2780,733812964784802,Heloisa Moraes,1974-10-05,F,49,4,
2781,779868671267270,Natália Guerra,1975-10-19,F,48,2,
2782,797153191354594,Ágatha da Rocha,1940-05-23,F,83,3,
2783,719611875723862,Breno Marques,1948-04-08,M,75,5,
2784,721550981367459,Raul Pires,1948-12-27,M,75,4,
2785,785537966777585,Erick Pereira,2001-05-23,M,22,8,
2786,730987290586059,Srta. Rafaela da Mota,1953-01-02,F,70,10,
2787,765387801620920,Leonardo Silva,2022-05-20,M,1,10,
2788,737405377601847,Dra. Alice Barros,2014-10-31,F,9,7,
2789,781240376917415,Dra. Alícia Macedo,1961-08-04,F,62,3,
2790,736644588376718,Maria Cecília Barros,1944-10-03,F,79,8,
2791,787446261312222,Dra. Maya Moraes,1991-06-03,F,32,8,
2792,773351819670540,Olivia Barbosa,1994-11-01,F,29,7,
2793,736802926632457,Natália Mendes,1973-11-28,F,50,8,
2794,789787012075079,Maria Sophia Lopes,1942-03-15,F,81,9,
2795,713770712283355,Ana Luiza Gonçalves,1996-03-09,F,27,3,2022-10-19
2796,717827139512400,Stephany da Rosa,2016-01-08,F,7,8,
2797,767667360744376,Olivia Caldeira,1942-01-31,F,81,7,
2798,734460949779163,Srta. Maria Cecília Gomes,1989-05-17,F,34,10,
2799,765027541004269,Natália Brito,2008-05-02,F,15,10,2022-12-12
2800,724636531900726,Letícia Caldeira,1984-08-21,F,39,8,
2801,781740432770230,Sra. Clara Pereira,2016-04-10,F,7,7,
2802,733835160552057,Melina da Rosa,2016-05-13,F,7,5,
2803,745509459516515,Bryan Nascimento,2010-01-29,M,13,7,
2804,717653568643968,Isabel das Neves,1989-09-15,F,34,9,
2805,746743234798950,João Pedro Rezende,1972-08-10,M,51,8,
2806,726146709556893,Raul Nogueira,2015-03-13,M,8,10,
2807,746142661332253,Heloisa Cassiano,2003-05-06,F,20,9,
2808,798636022252111,Sr. João Felipe Araújo,1982-04-06,M,41,1,
2809,741913394516706,Felipe Moreira,1972-02-18,M,51,1,
2810,762881038292552,Maria Sophia Borges,2016-01-08,F,7,4,
2811,757622969571203,Sra. Hadassa Barros,1954-08-21,F,69,3,
2812,761385027929048,Ana da Costa,1996-04-29,F,27,7,
2813,788516929727648,Dante Freitas,1947-04-27,M,76,2,
2814,750467206545093,Breno Câmara,1976-01-18,M,47,7,
2815,766232064893033,Maysa Mendes,1984-08-29,F,39,7,
2816,733373042256536,Fernanda Carvalho,1958-11-20,F,65,2,
2817,745327444972812,Dra. Manuella Cavalcanti,1986-01-26,F,37,6,
2818,768914004372882,Ana Beatriz Peixoto,2008-01-11,F,15,8,
2819,787632378261984,Pietra Vieira,1981-12-14,F,42,8,2022-10-28
2820,727370649062776,Pietro Pereira,1979-07-06,M,44,7,
2821,730485926044990,Sra. Aurora da Mata,1962-09-29,F,61,7,
2822,729196972233956,Heloísa Martins,2004-06-10,F,19,1,
2823,739482678206230,Maria Helena Barbosa,2007-02-17,F,16,6,
2824,784377786871170,Isaac Martins,1994-10-19,M,29,3,
2825,777536034964724,Cecilia Souza,2019-06-22,F,4,4,
2826,777599859954794,Emilly da Cunha,1987-04-28,F,36,6,2022-11-24
2827,785618862943470,Luan Nunes,1968-01-22,M,55,3,
2828,724325817770567,Maria Eduarda da Rosa,1942-04-18,F,81,2,
2829,770500225022710,Dr. Léo Cirino,2005-10-09,M,18,2,
2830,759814562208369,Raquel Duarte,2004-04-24,F,19,6,
2831,711593137856851,Maria Luísa Jesus,1954-04-30,F,69,2,
2832,738731417632649,Luna Andrade,1960-05-05,F,63,2,
2833,792873832093820,Francisco Alves,2007-08-30,M,16,8,
2834,782694080265203,Sr. Juan Viana,1941-03-05,M,82,9,
2835,711328409016340,Dr. Vinícius Azevedo,1948-05-02,M,75,6,
2836,796895573275709,Théo Pimenta,2004-12-25,M,19,6,
2837,742191157723149,Olivia da Conceição,1956-04-18,F,67,10,
2838,759233090599871,Vitor Hugo Albuquerque,1966-07-06,M,57,8,
2839,734390560814195,Srta. Maria Luísa Marques,1945-03-11,F,78,7,
2840,736163339848392,Arthur Miguel Rios,1987-03-02,M,36,3,
2841,791322856825939,Levi das Neves,2006-11-21,M,17,1,
2842,746606928432347,Larissa Borges,1944-03-13,F,79,2,
2843,716209151835815,Ana Júlia Cavalcanti,1999-02-24,F,24,7,
2844,724267567906153,Heloisa Abreu,1986-08-24,F,37,8,2022-11-08
2845,759061875667918,Dra. Ana Júlia Porto,1949-09-16,F,74,5,
2846,759945442456679,Maria Fernanda Machado,1953-04-17,F,70,1,
2847,798819510004751,Dra. Maitê Gomes,1977-04-19,F,46,9,
2848,714275917737339,Olivia Duarte,2021-07-15,F,2,7,
2849,763904427851425,Lucca Gonçalves,1953-01-02,M,70,1,
2850,757213570501260,Bernardo Montenegro,2004-03-24,M,19,4,
2851,763740875144611,Dr. Arthur Cardoso,1974-12-14,M,49,3,
2852,768714788575068,Carolina Costa,2018-02-16,F,5,7,
2853,792288807202030,Ian da Mota,1944-08-21,M,79,4,
2854,762987061404256,Hadassa Lopes,2013-10-10,F,10,9,
2855,796435923657465,Maria Isis Guerra,2020-03-19,F,3,7,
2856,737454492323303,Ester da Mota,2003-03-22,F,20,3,2022-10-19
2857,738083453368298,Alana Ferreira,1993-07-03,F,30,10,
2858,785615038871592,Vitor Gabriel Duarte,2009-01-09,M,14,4,
2859,776835969217316,Ester Mendes,1992-01-19,F,31,9,
2860,755199698404700,João Gabriel Novaes,2002-05-02,M,21,7,
2861,749421066208099,Sra. Isabel Novais,2010-04-17,F,13,5,
2862,780410964517177,Anthony Gabriel Martins,1988-04-21,M,35,2,
2863,725841133161330,Davi Lucas Pastor,2009-01-22,M,14,4,
2864,753638498598010,Lucas da Conceição,2013-08-03,M,10,5,
2865,745058059877960,Maria Vitória Araújo,2026-04-28,F,-3,10,
2866,781854650841171,Emanuelly Marques,1948-01-01,F,75,9,
2867,792031383837644,Renan da Costa,2002-09-14,M,21,2,
2868,717308634106877,Vinicius Porto,1946-05-10,M,77,6,
2869,714499429783093,Dra. Lorena Souza,1999-02-13,F,24,6,
2870,741826042088898,Davi Miguel Moura,2010-05-12,M,13,3,
2871,737557586355991,Srta. Sophie Costa,1950-02-11,F,73,4,
2872,792465537549691,Fernanda Pires,2005-03-31,F,18,6,
2873,734454292474800,Rhavi Rocha,2009-03-06,M,14,7,
2874,778200125637183,Evelyn Sales,2025-08-08,F,-2,5,
2875,719549448560888,Dr. João Gabriel Novaes,1953-02-11,M,70,4,
2876,748312889162290,Leandro Pastor,1953-12-18,M,70,4,
2877,765683825735823,Carolina Araújo,1987-01-13,F,36,5,
2878,774180585020507,Heloisa Teixeira,2005-05-07,F,18,4,
2879,712935438889262,Bento Cavalcante,2004-02-04,M,19,1,
2880,790923039964381,Vitor Cassiano,1940-12-07,M,83,3,
2881,734152011151099,Melissa Almeida,1968-03-27,F,55,3,
2882,737163010534961,Sofia Almeida,1951-07-20,F,72,2,
2883,735275091886715,Ian Garcia,2016-05-17,M,7,6,
2884,792743157673594,Maria Liz Moraes,2018-04-02,F,5,4,
2885,755905191063964,Maria Isis da Costa,2017-05-25,F,6,7,
2886,792415036840595,Caleb Abreu,1943-12-03,M,80,8,
2887,781992729309356,Daniel Garcia,2012-10-05,M,11,6,
2888,769427599208311,Paulo Cunha,2025-03-26,M,-2,7,
2889,795428670252709,Dra. Maria Clara Fernandes,2002-04-17,F,21,2,
2890,720238492577220,Thomas Rezende,1953-11-09,M,70,3,
2891,730971922457648,Camila Aragão,1988-09-06,F,35,7,
2892,789091591322303,Liz Fernandes,2026-01-07,F,-3,7,
2893,725909244238428,Sra. Elisa da Rocha,1976-12-17,F,47,4,
2894,742478133484407,Maria Liz Sá,1940-08-16,F,83,3,
2895,722724776212097,Daniela Nunes,1945-02-09,F,78,8,
2896,719419517761543,Ana Vitória Campos,1997-08-20,F,26,3,
2897,742803523159114,Esther Peixoto,1971-04-26,F,52,3,
2898,764861341332312,Sra. Heloisa Rocha,2024-11-29,F,-1,5,
2899,789640425825965,Dr. Gael da Luz,1988-05-16,M,35,7,
2900,762509716410356,Anthony Gabriel da Rosa,1952-01-31,M,71,4,
2901,743904025350529,Maria Isis Albuquerque,2002-10-05,F,21,2,2023-03-16
2902,786080350263250,Cauê da Paz,1964-09-30,M,59,10,
2903,780183233693899,Isabelly Lopes,1951-08-11,F,72,6,
2904,760958148556673,Jade da Cruz,2019-01-31,F,4,1,
2905,739225567019201,Sra. Ana Júlia Barros,2018-11-25,F,5,6,
2906,784154761842843,Eloá Pimenta,1954-07-14,F,69,10,
2907,777545416392281,Joana Freitas,1993-03-26,F,30,7,2022-12-17
2908,795605044106391,Joana Rezende,2000-03-25,F,23,5,
2909,744304316796106,Heloísa da Cruz,2001-01-22,F,22,8,
2910,785464058342488,Vitória Alves,2006-08-10,F,17,8,
2911,760175793578516,Maria Helena Macedo,1972-02-17,F,51,7,
2912,763512321443449,Ana Carolina Castro,1970-03-13,F,53,3,
2913,726593465158985,Srta. Melina Andrade,1978-02-25,F,45,8,
2914,712539977268416,Alana Rios,1946-05-14,F,77,5,
2915,750583698457699,Hadassa Abreu,1966-04-25,F,57,1,
2916,773280345807392,Cauã da Rocha,1960-08-01,M,63,8,
2917,725616087166943,Ana Clara Viana,1974-05-30,F,49,3,
2918,767708010702193,Anna Liz Montenegro,2009-06-03,F,14,8,
2919,751547452098520,Maria Isis Abreu,1967-07-04,F,56,1,
2920,752153551099364,Pedro Lucas Abreu,1968-03-10,M,55,10,
2921,786012421605767,Sophia Ribeiro,2023-02-25,F,0,2,
2922,768821665928246,Danilo Dias,2020-11-04,M,3,2,
2923,711038491120822,Sra. Joana Cassiano,1987-07-24,F,36,1,2022-09-19
2924,765048143853377,Maria Júlia Lima,2006-09-22,F,17,1,
2925,745182582573357,Sra. Zoe Oliveira,1983-06-22,F,40,6,2022-12-11
2926,740594119781064,Olivia Andrade,1961-09-02,F,62,1,
2927,737447035361297,Enzo Gabriel Câmara,1960-05-31,M,63,2,
2928,716427071404756,João Aparecida,1966-10-27,M,57,5,
2929,718329394584958,Antonella Lima,2006-05-29,F,17,5,
2930,797559270475452,Bruno Viana,1994-03-08,M,29,9,
2931,783879627643022,Hadassa Porto,1940-10-23,F,83,7,
2932,735257785255134,Sr. Pedro Ferreira,1968-05-13,M,55,10,
2933,732281853468377,Maria Luiza da Cruz,1985-01-16,F,38,2,2022-12-11
2934,798202092168201,Lorenzo Fernandes,2025-07-17,M,-2,6,
2935,713526256605770,Fernando da Luz,1960-09-14,M,63,6,
2936,727264660153878,Aurora Cavalcante,2006-10-22,F,17,9,2022-09-04
2937,772821462674833,Lunna da Rosa,1974-08-09,F,49,7,
2938,744432023536736,Sophia Costa,1998-03-10,F,25,4,
2939,787461304610189,Davi Lucca Nogueira,1988-05-13,M,35,3,
2940,787387648686303,Rafael Azevedo,1986-10-14,M,37,5,
2941,769939617364240,Maria Fernanda Ribeiro,1971-03-11,F,52,3,
2942,715966936385118,Sarah Barros,2011-09-26,F,12,7,
2943,798296447954248,Joaquim Cirino,1975-12-23,M,48,7,
2944,736358786677844,Sr. Isaac Nunes,1942-02-23,M,81,1,
2945,717826112450956,Camila Macedo,1990-12-18,F,33,4,
2946,734646142802063,Evelyn Freitas,2003-11-26,F,20,8,2022-11-05
2947,766556054940641,Josué Siqueira,2003-03-07,M,20,6,
2948,714299836414102,João Miguel Cavalcante,2010-10-23,M,13,10,
2949,723856782876212,Asafe Pimenta,1988-01-15,M,35,4,
2950,712217747643307,Sophia Moura,1948-09-20,F,75,4,
2951,738719972877382,Maria Luiza Ramos,1962-10-26,F,61,6,
2952,758287439721728,Ester Peixoto,1975-05-27,F,48,5,
2953,756282044324696,Maria Alice Cavalcanti,2017-07-23,F,6,3,
2954,772646104583670,Maria Eduarda Novais,1946-04-20,F,77,7,
2955,787278567314944,Fernando Pires,1941-04-12,M,82,1,
2956,758961839995109,João Lucas Vasconcelos,2016-09-23,M,7,6,
2957,750670872166035,Helena Azevedo,1976-07-07,F,47,8,
2958,736302127418909,Laís Carvalho,1948-07-02,F,75,1,
2959,742250990644160,Juan Sá,1998-09-13,M,25,9,
2960,784163881708392,Dr. Joaquim Novais,2003-11-19,M,20,6,
2961,729907282056374,Sra. Sabrina Ribeiro,1983-04-12,F,40,4,
2962,784901116179688,Camila Vargas,1943-11-12,F,80,1,
2963,735201767369833,Sra. Maria Isis Macedo,2024-06-13,F,-1,9,
2964,722059589279298,Ana Luiza Rocha,1945-10-30,F,78,1,
2965,734045438744353,Letícia Cavalcanti,2022-04-24,F,1,8,
2966,727088498650294,Arthur Miguel Nogueira,1949-03-27,M,74,10,
2967,755848972945371,Eduardo Barros,2018-01-13,M,5,6,
2968,776763061794743,Sra. Manuela Fogaça,1957-05-21,F,66,2,
2969,798230653370982,Luan da Rosa,1953-03-26,M,70,1,
2970,735254528105226,Luísa Pimenta,2005-04-19,F,18,6,
2971,787857015730180,Gabriel da Paz,1958-11-23,M,65,8,
2972,732515708590407,Eloá Araújo,1966-10-30,F,57,5,
2973,731569068581204,Caroline Ramos,1950-12-03,F,73,10,
2974,756896102283095,Liz Campos,1977-08-31,F,46,3,
2975,710666010271865,Arthur Miguel Siqueira,1960-07-21,M,63,4,
2976,794703050921705,Luiz Otávio Araújo,2016-04-03,M,7,10,
